BoroName,NTAName,id,mhinc_70,mhinc_80,mhinc_90,mhinc_00,mhinc_10,pcol_70,pcol_80,pcol_90,pcol_00,pcol_10,70_HINC70,70_MHMVAL7,70_MRENT70,00_MHMVAL0,00_MRENT00,10_mrent0a,10_mhmval0,70_POP70,70_WHITE70,70_BLACK70,80_POP80,80_NHWHT80,80_NHBLK80,80_MHMVAL8,80_MRENT80,90_POP90,90_NHWHT90,90_NHBLK90,90_MHMVAL9,90_MRENT90,00_POP00,00_NHWHT00,00_NHBLK00,10_pop10,10_nhwht10,10_nhblk10
Queens,South Ozone Park,36081010200,0,20072,37169,43594,60448,,9,0,,11,10333.49363,23073.07894,119.5541028,191298.3048,728.0271346,986,452600,2026.61670499202,2012.59596282116,7.01329625118524,1932.60500415997,1525.80722641945,1.2398643642664,42192.3046534244,227.998515528034,2418.60766408907,1113.0998674226,170.500470876694,163297.369830217,581.978375353633,2741.67136037903,428.577057242393,468.023811221123,2677,218,577
Queens,South Ozone Park,36081010400,0,17131,33310,41750,63649,3,5,10,13,15,9666.666667,22471.75099,94.53488414,191400,695,952,467100,2358.00003513694,2352.00003504753,5,2345.00003494322,1888,12,40039.0005966276,199.000002965331,2585.0000385195,1052.00001567602,296,162900.002427399,516.000007688999,3481,406,708,3147,223,771
Queens,South Ozone Park,36081010600,0,14583,37798,45396,49931,3,9,16,8,13,8784.313235,22175,104,199100,714,1029,496700,2428.99998190254,2415.9999819994,1,2383.99998223782,1680,9,41023.9996943474,208.999998442829,2632.99998038262,711.999994695187,358,166299.998760968,559.999995827675,3482,285,629,3427,156,679
Queens,Steinway,36081011100,0,14899,29668,41406,79948,5,10,20,26,42,8806.121748,27101.44888,95.43103846,277900,798,1214,609400,3156.00002939254,3087.00002874993,17,2708.00002522022,2252,1,52600.0004898757,207.000001927838,2609.00002429821,1916.00001784414,22,218000.002030283,514.000004786998,3132,1638,69,3050,1755,52
Queens,Richmond Hill,36081011200,0,15882,40350,43015,45987,6,8,20,13,28,9240.741573,20434.78364,109.8550709,218600,705,1222,590700,1991.99997959286,1981.99997969531,8,1821.99998133443,1616,4,38815.9996023476,234.999997592531,1837.99998117052,1353.99998612888,30,162499.998335261,534.999994519167,2246,703,117,2358,411,235
Queens,Steinway,36081011300,0,12170,32581,33279,52810,5,9,19,27,31,7458.042229,25434.78297,80.83665873,264700,690,1120,574700,5471.99997706711,5449.99997715931,2,4762.9999800385,3627,24,58094.9997565267,190.999999199528,4396.99998157239,2832.99998812703,89,241299.998988723,402.999998311047,5256,2572,74,4234,2486,82
Queens,Richmond Hill,36081011400,0,17589,28147,28571,50556,0,7,3,12,28,8933.333333,20750,102.5,246400,741,1026,458500,1086.00001011416,1023.00000952743,63,942.000008773059,822,42,35000.0003259629,211.000001965091,924.000008605421,575.000005355105,57,147500.001373701,545.000005075708,1120,358,140,1330,171,197
Queens,Steinway,36081011500,0,12018,30325,36684,53703,,10,0,,37,7800.00004,25000.00095,81.75861804,275999.9944,751.0000159,1113,590600,2321.04560696075,2301.65383775092,6.71253538131714,2472.45057425285,1895.17248535156,1.49167454242706,59130.0004826155,201.999999225041,2485.12980796697,1805.67204834575,8.95004749298096,187500.002187048,507.000000989065,2755.99989265203,1464.38208007813,45.6217079162598,2325,1520,32
Queens,Richmond Hill,36081011600,0,19333,32500,41772,34513,3,4,6,5,5,10096.77468,21847.82594,110,196200,772,1148,474700,1637.0000060983,1618.00000602752,3,1413.00000526384,1248,7,41471.0001544915,227.000000845641,1409.00000524893,1037.00000386313,24,163500.000609085,531.000001978129,2066,455,287,2178,260,378
Queens,Steinway,36081011700,0,14447,33529,41067,56974,2,7,17,31,43,7344.26244,24519.23136,88.88489632,272000,820,1245,649300,4399.9999569729,4383.99995712936,0,4142.99995948607,3530,17,60499.9994083773,205.999997985549,3912.99996173522,2989.99997076113,25,210499.997941544,585.999994269572,4366,2729,41,3848,2664,48
Queens,Steinway,36081011900,0,13786,29120,37500,48250,2,12,17,35,31,7132.353383,28750,81.60919253,284600,720,1105,580100,2039.99997720122,1997.99997767061,5,1880.99997897819,1534,0,58437.9993469045,193.999997831881,1836.99997946993,1482.99998342618,8,217899.997564778,535.999994009733,1975,1225,6,1701,1176,25
Queens,Steinway,36081012100,0,15864,31170,44375,48197,6,9,16,33,39,9313.725578,27391.30462,97.15908813,308000,813,1217,727300,2333.0000173822,2331.0000173673,0,2300.00001713634,2099,2,59184.0004409552,212.000001579523,2183.00001626462,1845.00001374632,7,248800.001853704,600.000004470348,2570,1942,18,2064,1548,27
Queens,Richmond Hill,36081012400,0,15787,31386,44438,47179,5,11,21,16,18,8868.421083,22500,99.01785997,236100,729,1102,593000,1962,1941,0,1864,1458,18,41222,221,2249,1011,116,176300,531,2936,555,275,2914,284,343
Queens,Richmond Hill,36081012601,0,15687,31333,44722,54130,6,6,19,17,23,10227.27198,20900,94.85714119,195800,797,987,391100,1696,1685,3,1613,1442,0,36964,205,1749,1054,45,160800,522,2434,479,242,2413,265,309
Queens,Richmond Hill,36081012602,0,17066,31568,46466,53958,8,9,9,19,10,8314.814225,21024.58993,101.0294144,211400,672,1009,522300,2230.99999168888,2221.99999172241,0,1850.99999310449,1658,1,38305.999857299,205.99999923259,1824.99999320135,1174.99999562278,25,159899.999404326,508.999998103827,2536,498,262,2578,305,274
Queens,Richmond Hill,36081012800,0,17594,45913,47969,54207,10,17,23,23,28,8445.946548,24090.9078,84.14634196,240100,728,907,548600,1029,1029,0,1671,1499,10,49333,212,1745,1249,19,183800,543,2073,884,119,2030,679,156
Queens,Richmond Hill,36081013000,0,21912,36667,38598,86103,12,20,24,25,40,9642.857326,29666.66597,101.3333382,267600,697,1065,586500,1374.00000383891,1367.00000381935,5,1249.00000348967,1145,0,56145.0001568673,210.000000586733,1210.0000033807,996.000002782792,15,218800.00061132,548.000001531094,1670,790,68,1745,720,99
Queens,Kew Gardens,36081013600,0,17033,30282,58281,46250,18,23,36,35,39,8462.962804,34200,126.6101641,256000,754,959,236600,1867,1824,19,1973,1547,57,66000,259,1515,1042,44,238100,517,2181,1156,80,1972,1038,129
Queens,Kew Gardens,36081014000,0,17537,36201,41896,62563,,21,0,,37,10184.3554,24175.74136,125.0072473,236652.151,805.922194,1145,515400,2886.95967603195,2811.64926782157,6.17504231631756,2977.87098771008,2372.99687480927,54.2777338325977,47274.0032510674,255.013233618565,3337.00183541654,2386.0657944032,93.4854507148266,192867.799778715,582.73326926272,4191.41603485961,2417.63854646683,168.574138820171,3705,1954,228
Queens,Astoria,36081014300,0,11163,27043,34515,56115,3,4,13,23,30,7727.777604,26666.66667,77.75793358,288000,729,1137,803200,4171,4153,3,3931,2953,12,50000,187,3957,2535,21,263200,507,4509,1999,92,4065,2166,93
Queens,Astoria,36081014500,0,15179,34613,37813,60405,5,7,14,24,42,8544.77651,28050.84776,97.19512483,296600,729,1349,599200,2476.99995126703,2441.99995195563,0,2249.99995573307,1996,0,54908.9989197099,209.99999586842,2233.99995604786,1787.99996482255,2,213999.995789723,562.999988923431,2282,1452,47,2246,1495,41
Queens,Astoria,36081014700,0,13465,26399,44125,52739,2,6,17,26,45,8425.373233,25000,84.26229855,306500,782,1175,786400,3170,3152,2,3093,2736,2,59828,195,2884,2385,9,210000,525,3268,2215,19,3054,2076,56
Queens,Astoria,36081014900,0,13285,31380,44630,46266,4,4,12,20,40,9088.71027,31666.66588,85.29914976,320000,803,1104,531300,2900.00004861504,2846.00004770979,0,2752.000046134,2370,1,50000.0008381903,199.000003335997,2678.00004489347,1926.00003228709,13,175000.002933666,528.00000885129,3133,1602,23,2674,1393,33
Queens,Astoria,36081015300,0,15335,35743,40665,55182,5,12,23,19,39,8462.963092,22666.66527,95.69999866,242100,738,1154,662000,2097.99997368321,1992.9999750003,3,2094.99997372084,1486,4,44999.9994355312,208.999997378356,2368.99997028385,1399.99998243875,16,199999.99749125,603.999992423574,2622,1198,36,2145,1144,73
Queens,Richmond Hill,36081015400,0,18194,24924,41848,64232,6,7,7,15,18,9444.444318,19950,100.8474602,202600,730,1076,484100,1482.99999447539,1479.99999448657,1,1645.99999386817,827,77,39910.9998513199,222.99999916926,1845.99999312311,377.99999859184,474,158299.999410287,544.999997969717,2362,143,401,2333,96,488
Queens,Richmond Hill,36081015600,0,13352,38611,42583,67115,3,3,10,12,24,8810.344278,21309.52439,107.2727273,191400,728,1108,491900,2052.99998470396,2041.99998478591,7,2351.99998247623,1171,149,38531.9997129142,221.999998345971,2555.99998095632,535.999996006489,780,158599.998818338,602.9999955073,3429,224,657,3218,124,803
Queens,South Ozone Park,36081015802,0,17889,35125,42329,50417,,7,0,,24,8223.926557,20907.53548,104.5061735,192400.0004,632.999976,1017,490200,3799.90456756856,3018.41158927605,729.953674316406,3898.50153113808,964.681640625,1261.03271484375,37740.9983212218,220.999999198284,4229.58565312438,434.722975738347,1658.2216796875,157000.002899297,569.000007515156,4908.00024062395,215.120666503906,1648.13793945313,4398,133,1229
Queens,Astoria,36081016100,0,13014,26625,45265,47606,,8,0,,22,8635.146569,27498.73997,87.9829125,283363.4593,778.9615948,1073,689900,2094.26746268198,1985.23952933215,3.55328178405762,2269.60822969303,1275.17704057693,44.3674383163452,54983.1158477941,213.468413228248,2349.38534838334,913.064204804599,84.0740780830383,238828.107384036,539.670325544229,2922.98443290219,803.729236841202,75.0839667320251,2377,714,57
Queens,South Ozone Park,36081016400,0,18133,40481,55625,51964,3,7,8,12,10,9634.146455,21126.54257,114.52381,178000,767,1296,445400,2309.9999806378,2117.99998224713,172,2659.99997770414,707,676,37339.9996870197,228.999998080544,2855.99997606128,285.999997602776,1212,155399.998697452,598.99999497924,3607,117,1226,3313,71,1257
Queens,South Ozone Park,36081016600,0,17783,38871,42791,48795,4,8,12,14,15,10087.91216,20925.9265,95.75,184000,732,1141,496600,2245.99997489899,2213.99997525662,0,2565.99997132272,1484,146,37673.9995789602,204.999997708946,3112.99996520951,732.999991808087,640,158499.998228624,540.999993953854,3723,225,825,3278,117,853
Queens,South Ozone Park,36081016800,0,17679,35893,45296,50868,1,7,7,10,12,7804.877641,20935.48434,97,171600,664,1066,466100,1976.00001518242,1947.0000149596,21,2113.00001623505,965,252,38228.0002937214,202.000001552049,2215.00001701876,527.000004049158,428,152700.001173257,544.000004179776,2943,266,855,2684,111,711
Queens,South Ozone Park,36081017200,0,18854,34091,38438,58261,,13,0,,22,8572.917484,21637.326,109.4444345,179700.0052,644.9999932,1097,404900,2180.56506777136,974.358818092151,1184.220703125,1888.75709353248,212.859924316406,1275.16088867188,38146.9996220593,211.99999824047,1948.7176361843,91.9394987327978,1385.08850097656,144299.996696237,556.999993843039,2228.53351175785,40.9730377197266,1337.1201171875,2101,29,987
Queens,South Ozone Park,36081018000,0,9237,30781,50278,48438,3,0,3,11,23,9107.84296,18620.68931,120.3846118,170800,644,765,463600,1111.99999275059,214.99999859836,888,858.999994399957,25,783,32104.9997906992,223.999998539686,888.99999420438,21.9999998565763,753,128399.999162927,539.999996479601,1099,14,874,1090,48,597
Queens,Hunters Point-Sunnyside-West Maspeth,36081018501,0,14391,30842,38482,59018,,17,0,,30,8330.986383,23749.99922,98.3684281,71799.997,745.0000231,1121,208300,2979.40518744546,2904.32173650968,9.38543128967285,3142.71169323078,2124.39233398438,85.8766937255859,52999.9994573436,223.000008687944,3220.14150200831,1757.42202346562,76.4912643432617,179200.006264804,469.000004292615,3626.9999679625,1391.85949707031,96.6699447631836,3611,1352,125
Queens,Hunters Point-Sunnyside-West Maspeth,36081018502,0,14391,30842,38482,52926,,17,0,,31,8330.985806,23750.00069,98.36842161,71799.99862,745.0000044,1131,288100,3369.59479925036,3284.67825052142,10.6145687103271,3554.28829273582,2402.60766601563,97.1233062744141,53000.0002705584,222.999991437625,3641.85848361254,1987.57796868682,86.5087356567383,179199.993753108,468.999994352705,4101.99980169535,1574.14038085938,109.330047607422,3633,1432,90
Queens,Baisley Park,36081019000,0,12652,40577,38241,60305,3,2,10,14,14,7342.592908,17656.25,111.7948627,141400,702,1137,346100,2115.99998029321,84.9999992083758,2007,1860.99998266809,32,1776,31099.9997103587,202.999998109415,1794.99998328276,21.999999795109,1656,112899.998948537,478.999995538965,2226,16,2076,1969,12,1523
Queens,Briarwood-Jamaica Hills,36081023000,10750,14978,36685,49500,69306,13,23,22,26,39,10750,26067.41587,116.4516163,218300,711,1137,609000,1476.00001305901,1437.00001271395,20,1349.00001193536,992,42,56935.0005037361,257.000002273824,1553.00001374027,909.000008042436,80,200000.001769513,636.000005627051,1742,558,119,1795,557,126
Queens,Briarwood-Jamaica Hills,36081023200,0,20094,36701,47131,66311,,31,0,29,34,11509.73348,28249.73178,160.298956,227900,747,1138,546000,3696.67176320707,3318.90690718916,173.092876054347,3469.29479906921,1859.86957931519,568.606426000595,56731.4104237416,282.173572122319,4263.79194730085,1577.40604226245,658.409530758858,198903.882949128,550.970719221625,5011,1191,724,5090,994,778
Queens,Woodside,36081024700,0,16189,30089,44000,64474,,16,0,,23,8749.999892,28750.00037,112.727273,286600.0035,728.9999738,1279,588400,1100.22885454353,1065.69252278656,0,1029.18268635776,656.190307617188,.986752331256866,61249.9984221761,229.000001640884,1087.40107417665,408.51546706818,0,267900.004500748,553.000004123451,1482.10200154781,326.615020751953,11.841028213501,1509,221,8
Queens,Woodside,36081025900,7810,15167,29627,36091,52188,10,18,25,21,25,7810,22884.61559,109.6774242,258300,724,1170,275600,2495.00000943983,2427.00000918255,9,2568.00000971602,1402,12,57826.0002187846,240.00000090804,2729.00001032517,992.00000375323,10,221700.000838802,533.000002016604,3365,647,28,3516,537,45
Queens,Woodside,36081026100,0,12591,27391,36104,46675,4,10,20,20,28,7546.511628,24886.36364,82.5176133,252000,662,1017,565700,5139.00000119652,5040.00000117347,8,5582.00000129966,2602,64,55000.0000128057,200.000000046566,6581.00000153226,1874.00000043632,98,212000.00004936,476.000000110827,7233,972,74,7414,609,60
Queens,South Jamaica,36081026600,0,11010,13977,16010,24762,5,5,7,9,15,5656.25,18685.34624,141.5853705,160100,280,284,463500,1268.99998020404,34.9999994540121,1222,1269.99998018844,11,1231,33787.9994729189,223.999996505678,1753.99997263821,15.9999997504056,1663,110799.998271558,187.999997067265,1799,9,1681,1755,18,1504
Queens,Elmhurst,36081026901,0,12131,26680,31733,39707,,20,0,,21,8457.207169,26000.00021,115.5814024,126800.0036,713.000015,1118,476400,3362.35312385112,3133.08897216618,12.9559593200684,3924.52910267562,1326.57763671875,39.4311790466309,58182.0014535951,236.999993583021,4481.07205566019,742.43280570209,55.7669563293457,226299.992433388,519.99998598342,5921.999987185,354.880615234375,63.0898895263672,5304,239,49
Queens,Elmhurst,36081026902,0,12131,26680,31733,35298,,20,0,,24,8457.207474,25999.99972,115.581401,126799.9954,712.9999807,1017,360500,2606.64689838514,2428.91104855388,10.0440406799316,3042.47092327848,1028.42236328125,30.5688190460205,58181.9986213132,237.00001029911,3473.9279739745,575.567199207842,43.2330436706543,226300.011690762,520.00002251611,4591.000012815,275.119384765625,48.9101104736328,4444,216,51
Queens,South Jamaica,36081027000,0,11824,32976,47614,62604,2,3,5,10,16,6803.03044,19692.98182,136.0909083,151400,723,929,357600,1405.99999320728,37.999999816413,1351,1406.99999320245,7,1353,32646.9998422746,233.999998869491,1346.99999349233,10.9999999468564,1259,107199.999482092,470.999997724488,1468,18,1321,1647,17,1325
Queens,Elmhurst,36081027100,0,13497,28237,34206,36532,14,15,16,20,25,8364.780357,30434.78261,130.3919471,101100,682,1066,155900,6030.0000224635,5544.00002065301,86,6601.00002459064,1805,185,57500.0002142042,245.000000912696,7442.00002772361,1039.00000387058,219,248200.000924617,499.00000185892,8911,673,175,8726,475,103
Queens,Baisley Park,36081027200,0,17542,32958,31756,46823,3,5,5,7,20,5976.190722,18511.90361,114.8888839,134500,628,858,341500,1839.99999143183,92.999999566935,1739,1354.99999369029,14,1291,31837.9998517428,217.999998984858,1608.99999250751,10.9999999487773,1524,111999.999478459,466.999997825362,2184,33,1953,1846,11,1484
Queens,Jackson Heights,36081027300,0,12569,24916,35310,48953,10,7,10,13,14,9484.496383,27222.22311,92.71999823,71400,710,1005,223200,6389.00004760176,6134.00004570186,136,6959.00005184859,1702,283,46000.0003427267,222.000001654029,7690.00005729496,925.000006891787,347,257400.001917779,468.000003486872,9459,529,295,8631,312,200
Queens,Baisley Park,36081027400,10340,12644,33368,41270,59261,3,4,5,8,16,10340,21117.64653,140.2173954,157000,725,739,409900,1801,64,1735,1673,22,1607,36429,234,1681,14,1578,126000,519,1834,29,1703,1735,15,1389
Queens,Jackson Heights,36081027500,0,16040,31732,36048,46500,12,13,16,18,20,10215.9092,27205.88374,99.55055998,67500,728,966,201100,5035.00003047986,4890.00002960209,31,5308.00003213249,2339,137,53293.0003226143,230.000001392327,5618.00003400911,1400.00000847504,172,236100.001429254,512.000003099442,7115,897,204,6887,560,142
Queens,Jackson Heights,36081027700,8524,14990,25876,38074,39994,10,18,14,17,19,8524,30200,110.4081615,63200,675,1016,207100,6335.00004719943,6094.00004540384,61,6760.00005036592,2756,167,57105.0004254654,227.000001691282,7315.000054501,1852.00001379848,193,245500.001829118,449.000003345311,9360,1201,238,8757,996,190
Queens,Jackson Heights,36081027900,0,15483,33262,42822,43984,16,17,22,23,22,9928.571568,32761.19223,137.9895162,70700,722,1043,231100,4969.99996297061,4864.99996375293,38,5040.99996244162,2810,38,62038.9995377734,243.999998182058,5333.9999602586,2061.9999846369,61,258599.99807328,479.999996423721,6763,1325,118,6317,1104,148
Queens,St. Albans,36081028000,0,15129,29130,47596,65781,3,14,11,14,25,6895.522465,19226.19172,115.2173923,159000,766,1094,373700,1633.0000121668,37.0000002756715,1573,1271.00000946969,18,1229,35000.0002607703,226.000001683831,1322.00000984967,10.0000000745058,1259,123600.000920892,510.000003799796,1698,7,1616,1551,12,1391
Queens,Jackson Heights,36081028100,0,15582,28069,41962,58763,14,19,25,27,39,8603.174737,35489.12977,112.8148142,73300,697,919,268200,5289.0000985153,5165.00009620562,28,5159.00009609386,3541,48,64789.0012067892,233.000004339963,5027.00009363517,2611.00004863366,44,285000.005308539,452.000008419156,6120,1906,136,5722,1514,131
Queens,St. Albans,36081028200,10675,16504,32344,51714,72635,4,12,13,15,27,10675,19563.95385,126,153600,708,1135,327600,1440.9999812115,53.9999992959201,1378,1289.99998318031,18,1204,36201.9995279796,240.999996857718,1267.99998346716,10.9999998565763,1197,121299.998418428,531.999993063509,1318,3,1262,1545,3,1407
Queens,Jackson Heights,36081028300,0,13816,32861,40025,41350,11,19,28,22,35,8435.028551,,111.6346154,67400,729,1095,229700,6509.99995149672,6339.99995276332,11,6442.99995199591,4209,20,21249.9998416752,225.999998316169,6291.99995312095,3100.99997689575,60,87499.9993480742,460.999996565282,8241,2060,145,7415,1667,143
Queens,Jackson Heights,36081028500,0,16745,34521,46276,66563,22,26,30,36,44,9896.039614,30384.6162,123.2333265,103300,684,945,350000,4530.99996624142,4447.99996685982,29,4417.99996708333,3420,41,54772.9995919093,246.999998159707,4511.99996638298,2766.99997938424,45,229199.998292327,440.999996714294,4979,2153,62,4729,2008,89
Queens,Jackson Heights,36081028700,0,15214,33951,37895,43811,17,18,30,30,37,9725.000418,26428.57107,131.8719445,77500,709,1022,284700,5928.99999033683,5779.99999057967,43,5658.99999077688,3848,54,47499.9999225838,247.999999595806,5767.99999059923,3098.9999949492,90,262499.999572174,446.999999271473,6545,2228,132,6232,1946,171
Queens,Jackson Heights,36081028900,0,16678,37099,41639,52549,19,22,32,39,39,10309.27811,32105.26289,130.9433898,165300,779,1104,461300,4167.00003880821,4033.00003756024,24,4217.00003927387,3021,36,61061.0005686749,245.00000228174,4165.00003878959,2202.00002050772,59,235900.00219699,465.00000433065,5484,1561,82,5176,1298,77
Queens,Jackson Heights,36081030903,0,18572,40281,48398,51250,,13,0,,19,10829.70948,29313.43321,140.4950662,261799.998,778.9999635,944,627700,4659.82092403807,4494.36124361493,.626741230487823,4452.36958229542,3092.9677734375,3.76044726371765,61338.9985522088,254.999995193583,4879.8070900552,2307.66114893183,36.3509902954102,234000.006613644,687.999995991473,6614.000205338,1635.79455566406,80.2228775024414,6743,871,81
Queens,Jackson Heights,36081032700,0,17917,33902,39881,54741,9,15,18,14,17,8302.63211,26180.55556,120.3982328,280000,778,1295,767900,2361.99997800216,2294.99997862615,3,2644.99997536652,1540,11,59218.9994484801,241.999997746199,2901.99997297302,1003.99999064952,23,227299.997883104,659.999993853271,4285,614,42,4255,461,62
Queens,Jackson Heights,36081032900,0,19688,40952,47917,60738,7,10,19,17,23,11161.01651,26891.38726,143.125,215400,860,1437,540600,2659.0000006191,2565.00000059721,66,2387.00000055577,1468,82,55019.0000128101,243.000000056578,2600.00000060536,971.000000226079,139,221400.000051549,667.000000155298,4067,664,248,4018,475,186
Queens,Jackson Heights,36081033700,0,16517,37417,34427,40163,9,11,21,11,16,10518.51849,26036.03532,119.53125,228500,886,1231,616500,2414.99998875428,2337.99998911284,0,2401.99998881482,1251,14,55794.9997401843,261.999998779967,2503.99998833984,776.999996381812,45,209099.999026302,709.999996693805,3860,457,96,3619,252,17
Queens,Jackson Heights,36081033900,0,16929,32281,38281,58158,11,16,21,17,25,10131.94465,27636.36284,118.6764725,151300,795,1290,224300,2820.99999310344,2772.99999322079,8,2651.9999935166,1503,95,56817.9998610958,242.999999405933,2684.99999343592,1034.99999746971,108,226499.999446271,648.999998413376,3703,672,180,3400,488,129
Queens,Jackson Heights,36081034700,0,18949,29883,42321,60394,5,12,11,10,15,8189.189173,23242.18675,134.0109829,222000,790,1137,551300,2667.99999720464,2200.99999769393,417,2269.99999762164,702,625,47595.9999501319,240.999999747495,2673.99999719835,478.999999498134,705,210099.99977987,640.9999993284,3436,352,648,3268,232,383
Queens,Jackson Heights,36081035100,0,16735,31305,36250,58059,9,15,17,20,27,9833.333078,20059.52361,98.30986163,66900,671,1167,234900,3947.00004411116,3874.00004329532,35,3417.00003818795,1832,215,42200.0004716218,202.000002257526,3596.00004018843,1277.00001427159,228,201000.00224635,384.000004291534,4288,695,318,4240,543,210
Queens,East Elmhurst,36081035300,0,13190,42232,34135,57899,5,3,16,9,16,8218.75,19812.5,110.4225416,181700,683,1087,524300,1935.00002522953,917.000011956319,957,2052.00002675503,193,1065,38603.0005033258,214.000002790242,2181.000028437,125.000001629815,848,175900.002293475,536.000006988645,2658,105,679,2690,83,383
Queens,East Elmhurst,36081036100,0,16083,30168,35000,36055,9,10,16,12,10,7227.94147,21891.89189,96.07843079,192500,730,748,432800,1953.99999454059,354.999999008141,1550,1724.99999518041,78,1444,46749.999869382,206.999999421649,1717.99999519996,85.9999997597188,1246,171699.999520276,510.999998572282,2246,94,1172,2426,63,689
Queens,East Elmhurst,36081036300,0,11078,24728,50094,51399,6,5,10,7,11,7589.743613,19861.11111,118.1818212,193100,770,1077,395100,1759.9999795109,190.999997776467,1520,1540.9999820604,45,1332,38815.9995481223,217.999997462146,1561.99998181593,36.9999995692633,1137,153399.998214189,546.999993632082,2179,45,1109,2397,44,559
Queens,East Elmhurst,36081036500,0,8705,26454,35625,62083,6,4,9,8,10,5898.148173,18750,106.603778,216800,760,1106,686100,2533.00003184704,65.0000008172356,2453,1963.00002468051,23,1793,40882.0005140034,217.000002728309,2356.00002962165,19.0000002388842,1700,173200.002177618,562.000007065944,3184,54,1295,3885,75,600
Queens,East Elmhurst,36081036700,0,16935,27135,42976,58047,6,12,14,15,14,9122.223051,21250,117.3972578,206900,758,1206,510600,2251.00002725329,170.000002058223,2072,2029.0000245655,30,1850,42213.000511081,237.000002869405,1973.00002388749,23.0000002784655,1711,168900.002044905,548.000006634742,2822,45,1912,2676,61,1105
Queens,East Elmhurst,36081037100,0,18373,33083,49209,61346,,15,0,,21,10072.2195,24386.59064,121.2347625,212331.7949,708.9229452,1439,550200,1099.3857147278,62.0270197393965,1024.19445043802,1152.54835685733,42.1328176259995,1025.28884387016,52414.6846451243,256.503728634986,1055.50371905669,39.0577652375453,938.691602379084,177728.470243057,605.886526881887,1562.000007689,108.202247619629,1048.62921524048,1597,58,676
Queens,North Corona,36081037500,0,13300,19375,38594,45043,4,9,6,15,9,7377.907028,22656.25,100.7563015,285100,721,1061,627500,2282.00001062639,1698.00000790693,509,2644.00001231208,404,541,45556.0002121367,220.000001024455,2873.00001337845,140.000000651926,368,175000.000814907,530.000002468005,4073,123,329,3783,80,158
Queens,North Corona,36081037700,0,8112,23583,27708,44632,4,5,12,6,13,5777.777658,17812.5,100.2380977,219100,694,1136,614800,2279,194,2052,2262,60,1812,40000,215,2361,51,1219,133300,542,3579,82,948,4227,102,436
Queens,North Corona,36081037900,0,9836,25990,32451,53500,2,4,3,8,6,5690.476159,19416.66667,101.8421023,214900,749,1528,600200,3137.99998831004,534.99999800697,2563,2726.99998984113,80,1845,42272.9998425208,205.99999923259,3038.99998867884,127.999999523163,1203,163799.999389797,562.999997902662,4631,87,952,6214,85,534
Queens,St. Albans,36081038400,0,20045,36937,57708,71923,,16,0,23,21,9705.88304,21378.20388,133.8888901,168200,741,745,433800,2632.83253567588,204.578203785626,2387.73413085938,2456.91504643027,69.181037902832,2260.2431640625,39678.9988485931,244.999989751314,2273.09115317362,26.6841135372556,2155.4833984375,140600.00100811,611.000013060251,2608,25,2484,2333,22,2176
Queens,St. Albans,36081039400,0,15562,39643,48493,65885,,7,13,16,26,9172.304752,21455.08877,127.7760758,174400,685,1018,409200,2865.8328495482,88.0132198165363,2737.62606811523,2698.35692939615,43.6317281723022,2585.35600280762,39973.5854044406,213.141653160254,2567.99998565018,14.999999916181,2437,145599.999186397,529.999997038394,2857,11,2735,2814,2,2598
Queens,Corona,36081039900,0,12347,21778,32340,61932,6,8,10,8,16,7448.275983,22734.37445,140.882357,265500,722,1146,590800,1501,1313,129,2263,421,390,40652,223,2880,298,351,201700,509,3589,135,222,4132,105,172
Queens,St. Albans,36081040000,0,15861,40583,47222,46970,13,12,15,20,18,8734.375389,23253.42379,107.5,203100,808,950,462900,1392.99999286467,72.999999626074,1318,1292.9999933769,8,1251,45655.9997661375,220.999998867977,1247.9999936074,10.999999943655,1161,151699.999222951,493.999997469597,1416,2,1328,1267,5,1154
Queens,North Corona,36081040100,0,12393,23333,36517,42816,1,6,8,7,7,7333.333333,19513.88862,99.61039447,267200,731,1137,654400,3667.00004525087,3056.00003771111,521,4083.00005038432,724,365,41000.000505941,224.000002764165,5019.00006193458,411.00000507175,351,197300.002434687,629.000007761875,6758,229,251,7527,110,157
Queens,St. Albans,36081040200,12000,18162,40117,47955,92576,5,12,17,15,27,12000,23333.33333,116.4864924,174500,634,966,447400,1621.00001962576,133.000001610257,1461,1369.00001657475,26,1297,45291.0005483469,230.000002784655,1279.0000154851,13.0000001573935,1217,150000.001816079,521.000006307848,1453,2,1360,1368,5,1256
Queens,North Corona,36081040300,0,12166,27306,35551,53643,2,6,9,7,10,6673.07716,20760.86935,96.16666667,235800,808,1229,647200,2719.00001012906,2234.0000083223,427,3480.00001296401,756,127,44412.0001654476,231.000000860542,4151.00001546368,367.000001367182,157,203100.000756606,611.000002276152,6412,233,118,6777,139,87
Queens,Corona,36081041100,0,14760,26037,35938,36087,3,4,6,10,7,8991.071274,22682.92737,112.03125,220500,796,1190,567600,2276.99995758757,2204.99995892867,18,2421.99995488673,749,17,43064.9991978519,240.999995511025,2874.99994644895,338.999993685633,39,209399.996099621,656.999987762421,3623,201,29,3947,80,30
Queens,Corona,36081041300,0,13443,29839,36744,45411,4,2,8,9,10,7322.580139,21203.70395,91.62790576,251300,725,1144,572100,2271.00003595557,2218.00003511645,23,2053.00003250409,1246,26,46923.0007429076,218.000003451481,2817.00004460011,856.000013552606,42,219100.003468897,600.00000949949,3536,396,35,4464,209,33
